0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,labels
-626.2667236328125,93.89173889160156,-0.6967243552207947,17.828401565551758,9.496767044067383,2.02583646774292,-2.7260568141937256,-8.51913833618164,-12.432028770446777,-6.58018159866333,-0.020015809684991837,-2.7544727325439453,0.7743025422096252,-5.368924617767334,-0.34040144085884094,1.4798232316970825,-8.706110954284668,-2.7674641609191895,-1.6204931735992432,-1.525632619857788,male_neutral
-514.322479784065,58.09750028553857,8.757954995728644,11.894759632405089,6.411963927612487,1.449700810785516,-3.4548484695564516,-8.936547294533495,-10.739452883132655,-6.124603784166906,-1.1908614646009128,-1.274406188248139,-0.2920725307038629,-3.803939517026897,-0.4610918434881215,0.5029428639206566,-7.110328574383009,-4.814814495405922,0.19167798946010958,-3.7659992970816885,male_neutral
-680.2488403320312,90.47467803955078,-2.9954824447631836,17.7733154296875,6.315861225128174,0.7216628193855286,-6.446163177490234,-11.472776412963867,-14.421963691711426,-4.905107498168945,0.3917520046234131,-1.993615984916687,-0.6318907737731934,-6.631032943725586,1.132352590560913,-2.5680387020111084,-8.887709617614746,-1.2439517974853516,-2.6822662353515625,-6.0889787673950195,male_neutral
-634.9598388671875,72.81147766113281,-3.487027168273926,20.697269439697266,10.18832015991211,-0.6678402423858643,-3.293633460998535,-7.447815895080566,-16.70384979248047,-2.161059856414795,-0.0810743197798729,-3.7145142555236816,0.27359193563461304,-4.517450332641602,-1.1172451972961426,0.5343806743621826,-6.885534286499023,-1.295200228691101,-3.2895548343658447,0.7568773627281189,male_neutral
-408.82866995849264,24.08254071058513,9.752265325253095,8.885047048631245,4.281131775292733,-0.1593219799416687,-1.7490825657722155,-6.1444345676012295,-7.85248255516316,-3.785362912559894,-1.5885343977490844,-2.0983158701821583,-1.5569906975637438,-1.6417252016402255,-0.7213879503080705,-0.3241726063968249,-3.230219691724554,-2.4333543790482373,0.3038090107418654,-1.4900766682368352,male_neutral
-692.5053100585938,67.75897979736328,-7.181970596313477,22.61623764038086,6.98561429977417,-1.616945743560791,-4.912716865539551,-10.695647239685059,-17.489177703857422,0.08583950251340866,-1.3798342943191528,-3.1208674907684326,-0.5954725742340088,-5.523309230804443,-2.183716297149658,-3.735138416290283,-8.79376220703125,-2.5904700756073,-2.7989819049835205,-2.697434186935425,male_neutral
-546.1250610351562,76.01915740966797,-7.794095516204834,16.050230026245117,5.017284393310547,-4.930614948272705,-13.323175430297852,-10.114238739013672,-22.987648010253906,-6.098754405975342,-3.719003915786743,-9.888731956481934,0.08101899176836014,-6.844969749450684,-8.00027084350586,2.2094790935516357,-13.894420623779297,-4.66083288192749,-1.4377268552780151,-3.5870981216430664,male_sad
-362.5378173518618,29.233582316292022,8.51786828089116,7.045880293148579,2.520035581613886,-2.767302599510102,-5.286460719545464,-7.515805799013469,-9.918267618940105,-6.236873320117308,-2.851306206289799,-3.501808700987772,-1.983275781722403,-3.0631847545240465,-2.035607691674381,-0.7552368392224496,-4.801964770229386,-4.062795873601687,-0.9939597519845175,-2.8254782864443704,male_sad
-614.46533203125,74.50665283203125,-9.425725936889648,16.07849884033203,2.044645071029663,-5.476779460906982,-13.95779800415039,-11.89234447479248,-23.50633430480957,-2.497267007827759,-5.642727375030518,-8.613871574401855,0.21748363971710205,-9.84759521484375,-5.687589645385742,-1.863860845565796,-15.385051727294922,-1.3925082683563232,-2.248077392578125,-6.53380823135376,male_sad
-584.5574951171875,89.93021392822266,6.587197780609131,19.354246139526367,3.9262259006500244,7.50824499130249,-8.48770809173584,-7.810604572296143,-13.802867889404297,-8.641154289245605,0.10123110562562943,1.3737794160842896,-0.9095540046691895,-6.0873942375183105,0.8608050346374512,-1.7112234830856323,-9.592368125915527,-3.749880075454712,-2.6403050422668457,-0.9062267541885376,male_neutral
-526.115969086427,68.09847659674578,14.541775852518697,15.343935963016042,3.920549227211288,5.689243791050548,-6.054628352973498,-9.795660216493372,-11.422834383330743,-8.7409936621083,-0.5400854059450639,1.1323411714848914,-1.9760535171825924,-5.091121610343849,-0.12657047223670354,-1.6313708849809467,-8.586861625301033,-5.2788656708736665,-0.8401024694424564,-4.067746103620943,male_neutral
